Product Name,Top Category,Category Name,Country,Brand,SKU_ARRAY,GTIN
Nan 3 Optipro 12 X 400g,Baby And Toddler,Baby Formula,Nigeria,Nan,"[
  ""SSS-010""
]",7891000245122
Pure Bliss Chocolate Cream Wafer 72 X 65g,Food,Wafers,Nigeria,Pure Bliss,"[
  ""MIL-129""
]",''
Chucko's Milky Coconut Burger 72 X 46g,Food,Appetisers & Snacks,Nigeria,Chucko's,"[
  ""PIS-100""
]",''
Mamuda Secret Bites 48 X 45g,Food,Biscuits,Nigeria,Mamuda,"[
  ""MBN-043""
]",''
Power Up 48 X 50g,Food,Biscuits,Nigeria,Power Up,"[
  ""MBN-032"",
  ""CIL-109""
]",''
Parle - G 48 X 45g,Food,Biscuits,Nigeria,Parle,"[
  ""KGR-108""
]",8901719300012
Softwave Serviettes 0.5kg X 36,Home & Garden,Paper Serviettes,Nigeria,Softwave,"[
  ""FS-113""
]",''
Titus Sardine 125g X 50,Food,Tinned Seafood,Nigeria,Titus,"[
  ""FS-106""
]",''
Aptamil 4 Growing Up Milk 6 X 800g,Baby And Toddler,Baby Formula,Nigeria,Aptamil,"[
  ""ROS-027""
]",8718117604945
Minimie Instant Noodles 40 X 70g,Food,Pasta & Noodles,Nigeria,Minimie,"[
  ""CCN-046"",
  ""AAT-016"",
  ""AOM-093""
]",''
4 All Laundry Soap 24 X 300g,Home & Garden,Laundry Supplies,Nigeria,4 All,"[
  ""MGN-016""
]",''
Smirnoff Ice Pineapple Punch Can 24 X 300ml,Brand Beverages,Flavoured Alcoholic Beverages,Nigeria,Smirnoff,"[
  ""CEO-012""
]",''
Kelloggs Cornflakes 144 X 25g,Food,Grain & Cereals,Nigeria,Cornflakes,"[
  ""ANI-010""
]",''
Royale Cola Lollipop 8 X 50 X 28g,Food,Sweets & Chocolate,Nigeria,Tashibo,"[
  ""SAA-019""
]",''
Nature-In Black Beauty Soap 48 X 160g,Toiletries,Bar Soap,Nigeria,Nature-In,"[
  ""RJL-002""
]",''
Fufu Paste Ready To Cook 12 X 1.5kg,Food,Prepared Food,Nigeria,Fufu,"[
  ""TFF-002""
]",''
Beefie Snack Roll 26 X 85g,Food,Pastries & Scones,Nigeria,Beefie,"[
  ""LBS-046"",
  ""JCS-018"",
  ""VVW-038"",
  ""DTD-012""
]",''
Aace Foods Garlic Powder 12 X 70g,Brand Food,Herbs & Spices,Nigeria,AACE Foods,"[
  ""AFP-013""
]",''
Murviedro Coleccion Edicion Limitada Reserva Bobal 6 X 750ml,Beverages,Wine,Nigeria,MURVIEDRO,"[
  ""BDK-017""
]",8436590841258
Murviedro Coleccion Petit Verdot 6 X 750ml,Beverages,Wine,Nigeria,MURVIEDRO,"[
  ""BDK-019""
]",8438000340736
Huggies Nappy Pant Size 6 (2 X 38pcs),Baby And Toddler,Nappies,Nigeria,Parle,"[
  ""OMV-036""
]",9421027977914
Nutribom Infant Cereal Rice 16 X 350g,Baby And Toddler,Baby Formula,Nigeria,Parle,"[
  ""OMV-022""
]",7896016909381
Cedaa Greek Yoghurt 12 X 35cl,Food,Yoghurt,Nigeria,CEDAA,"[
  ""HPR-188""
]",""""""
Eva Premium Table Water 12 X 1.5l,Beverages,Water,Nigeria,Eva,"[
  ""BNE-040"",
  ""DTS-073"",
  ""SGL-032"",
  ""MAL-029"",
  ""NIV-013"",
  ""AIN-039"",
  ""DES-057"",
  ""OAA-001"",
  ""GVL-081"",
  ""OWO-118"",
  ""TDV-031"",
  ""GLI-036"",
  ""FFN-026"",
  ""IFP-039"",
  ""ARI-016"",
  ""BOR-013"",
  ""DBG-011"",
  ""ONT-037"",
  ""SEI-047"",
  ""PLT-013"",
  ""DKP-037"",
  ""OBA-051"",
  ""FNF-051"",
  ""BZG-051"",
  ""MTD-041"",
  ""OAN-371"",
  ""AAE-059"",
  ""IHV-051"",
  ""MTU-139"",
  ""SBL-041"",
  ""OJS-034"",
  ""FSS-034"",
  ""EDB-144"",
  ""OTV-034"",
  ""MTS-070"",
  ""ACV-017"",
  ""NGO-205"",
  ""WME-035"",
  ""MTW-035"",
  ""STV-023"",
  ""AKT-104"",
  ""DBA-025"",
  ""NNL-023"",
  ""TGV-023"",
  ""BOA-043"",
  ""JCN-043"",
  ""TUC-038"",
  ""JCM-043"",
  ""GSV-020"",
  ""AUN-043"",
  ""FOV-043"",
  ""CTI-044"",
  ""PUM-029"",
  ""OEM-029"",
  ""ANC-050"",
  ""HNE-050"",
  ""FAB-050"",
  ""YAB-032"",
  ""DDV-013"",
  ""JNE-028"",
  ""MOA-022"",
  ""NDG-023"",
  ""MDN-039"",
  ""SCE-027"",
  ""DMS-031"",
  ""TAV-031"",
  ""GWV-015"",
  ""FLI-138"",
  ""RGV-139"",
  ""HPR-138""
]",''
Capri-Sun Orange 16 X 200ml,Beverages,Fruit-Flavoured Drinks,Nigeria,Capri-Sun,"[
  ""AGC-006"",
  ""OPB-006"",
  ""FIL-005"",
  ""PIP-005"",
  ""LVE-009"",
  ""DUV-005"",
  ""EXS-014"",
  ""SNL-003"",
  ""TSH-006"",
  ""MBE-008"",
  ""OWO-165"",
  ""EJN-005"",
  ""RDB-005"",
  ""CLF-040"",
  ""GBE-005"",
  ""DFS-005"",
  ""GGP-131"",
  ""LES-087"",
  ""OBA-005"",
  ""UAM-005"",
  ""MBA-005"",
  ""ANR-005"",
  ""MYJ-005"",
  ""ADB-005"",
  ""DON-005"",
  ""FNF-005"",
  ""BZG-005"",
  ""MTD-005"",
  ""OAN-005"",
  ""CFO-005"",
  ""MSM-005"",
  ""MZS-044"",
  ""SCO-005"",
  ""LNL-005"",
  ""TGV-281"",
  ""HPR-007"",
  ""ISE-005"",
  ""FIE-005"",
  ""GTS-005"",
  ""EDB-007"",
  ""MTS-005"",
  ""NGO-050"",
  ""SIE-005"",
  ""NKE-005"",
  ""FIS-005"",
  ""LEV-005"",
  ""DCL-005"",
  ""NCV-005"",
  ""MMS-005"",
  ""MTU-277"",
  ""OKN-020"",
  ""JOV-005"",
  ""BTE-005"",
  ""DEE-005"",
  ""PSE-005"",
  ""CGT-005"",
  ""JVS-005"",
  ""LBS-039"",
  ""HOM-093"",
  ""VVW-031"",
  ""DTD-006"",
  ""FLI-007""
]",4034200090629
Infinity Cereals Corn Flakes 36 X 1kg,Food,Grain & Cereals,Nigeria,Infinity Cereals,"[
  ""PSR-027"",
  ""OIL-023"",
  ""LVE-047"",
  ""TIE-233"",
  ""PGV-002""
]",''
Peak Full Cream Instant Milk Powder 12 X 400g,Food,Canned & Powdered Milk,Nigeria,Peak,"[
  ""NFS-016"",
  ""OLB-046"",
  ""TSH-129"",
  ""REE-026"",
  ""HPI-013"",
  ""NMT-017"",
  ""REE-013"",
  ""OLO-008"",
  ""NOB-022"",
  ""HIS-011"",
  ""ANR-051"",
  ""CFO-185"",
  ""KGM-006"",
  ""STS-082"",
  ""WTM-232"",
  ""PAT-015"",
  ""CCM-013"",
  ""FGE-280"",
  ""WSE-280"",
  ""ATE-022"",
  ""CTE-008"",
  ""PDG-022"",
  ""AME-282"",
  ""BGU-003"",
  ""KPD-009"",
  ""OME-010"",
  ""MSF-011"",
  ""DGO-203"",
  ""EBF-203"",
  ""DFV-209"",
  ""OKG-013""
]",4892111115505
Three Crowns Filled Everporated Milk Tin 24 X 150g,Food,Canned & Powdered Milk,Nigeria,Three Crowns,"[
  ""NFS-015"",
  ""OLO-005"",
  ""NOB-020"",
  ""HPI-054"",
  ""EBL-144"",
  ""AMI-018"",
  ""CMB-016"",
  ""ATE-021"",
  ""PDG-021"",
  ""STS-079"",
  ""WTM-229"",
  ""GEG-015"",
  ""AAC-015"",
  ""FGE-279"",
  ""WSE-279"",
  ""AME-281"",
  ""CCN-016"",
  ""JCC-018"",
  ""AGT-122"",
  ""KPD-008"",
  ""OMW-004"",
  ""CON-018"",
  ""OME-009"",
  ""DDE-018"",
  ""GDM-018"",
  ""DWD-018"",
  ""OBE-019"",
  ""DGO-202"",
  ""EBF-202"",
  ""DFV-208"",
  ""AES-014"",
  ""CUT-019"",
  ""COA-020"",
  ""ZEE-015"",
  ""IYK-020""
]",''
Gillette Silver Blue (20 X 5pcs),Toiletries,Razors & Razor Blades,Nigeria,Gillette,"[
  ""MDS-002""
]",7702018980063
Mamuda Too Clean Pro New Tech Detergent 162 X 22g,Toiletries,Laundry Detergent,Nigeria,Mamuda,"[
  ""MLV-056"",
  ""SJE-011"",
  ""LIE-009"",
  ""LBV-361"",
  ""HSF-042"",
  ""TIE-197"",
  ""MAP-018"",
  ""FIT-018"",
  ""AGS-028"",
  ""ONL-038"",
  ""NGE-017"",
  ""AGV-005"",
  ""BBE-036"",
  ""ABE-042"",
  ""TIE-042"",
  ""GTF-024""
]",''
Nestle Milo 12 X 400g,Beverages,Powdered Beverage Mixes,Nigeria,Milo,"[
  ""STE-011"",
  ""CCO-020"",
  ""MAY-020"",
  ""SNS-015"",
  ""SSV-015"",
  ""CLF-015"",
  ""OEN-186"",
  ""ANR-032"",
  ""DVC-020"",
  ""MSM-078"",
  ""IBS-015"",
  ""MFL-003"",
  ""FDU-010"",
  ""SAS-015"",
  ""IUA-020"",
  ""AGT-021"",
  ""STS-135"",
  ""WTM-285"",
  ""PAT-017"",
  ""CCM-018"",
  ""FGE-238"",
  ""WSE-238"",
  ""AHG-008"",
  ""AME-240"",
  ""OPB-095"",
  ""SPW-018"",
  ""DRH-006"",
  ""BVS-240"",
  ""DGO-129"",
  ""EBF-129"",
  ""IGL-112"",
  ""DFV-135""
]",7613033089733
Power Pasta Spaghetti 20 X 475g,Food,Pasta & Noodles,Nigeria,Power Pasta,"[
  ""LVE-084"",
  ""USW-013"",
  ""IFP-053"",
  ""JNS-008"",
  ""CFO-105"",
  ""STS-246"",
  ""LBV-184"",
  ""AAE-076"",
  ""OGN-004"",
  ""AGN-003"",
  ""VCE-036"",
  ""AKT-018"",
  ""KVN-010"",
  ""BNS-006"",
  ""PTV-207"",
  ""CTI-053"",
  ""SHE-009"",
  ""KMV-010"",
  ""CEA-010"",
  ""MNM-010"",
  ""IFS-058"",
  ""CBC-004"",
  ""RCB-004"",
  ""MJA-009"",
  ""HGR-006"",
  ""UGS-007"",
  ""MIS-015""
]",''
Kotex Ultra Sanitary Pads Long (16 X 8pcs),Toiletries,Feminine Sanitary Supplies,Nigeria,Kotex,"[
  ""LVE-103""
]",''
"Eva Soap Natural Fairness With Craneberry Extract And Vitamin A,C,E 48 X 150g",Toiletries,Bar Soap,Nigeria,Eva,"[
  ""RRL-054"",
  ""ESV-016"",
  ""NGV-016""
]",''
Comfort Fabric Conditional Sunshiny Days 8 X 1.2l,Home & Garden,Fabric Refreshers,Nigeria,Comfort,"[
  ""DGS-007""
]",8710447228406
Cindella Whitening Lotion 12 X 500ml,Toiletries,Lotions & Moisturisers,Nigeria,CINDELLA,"[
  ""DAS-034""
]",''
Vivi Fresh Pineapple 24 X 10g,Beverages,Powdered Beverage Mixes,Nigeria,vivi fresh,"[
  ""MLV-069"",
  ""LBV-199"",
  ""TIE-202"",
  ""WTM-179""
]",''
Palmer's Heal Softens Cocoa Butter Formula 12 X 270g,Toiletries,Toiletries,Nigeria,PALMER'S,"[
  ""DAS-009""
]",''
Kisskids Super Dry Baby Diapers Midi By 44,Baby And Toddler,Diapering,Nigeria,Kisskids,"[
  ""EXS-103""
]",''
Mirinda Fruity Pet 12 X 50cl,Beverages,Fizzy Drinks,Nigeria,Mirinda,"[
  ""UAL-028""
]",''
Nutrilac Infant Cereal With Milk (Wheat) 12 X 400g,Baby And Toddler,Baby Formula,Nigeria,Nutrilac,"[
  ""RRL-042""
]",''
Blue Band Low Fat Spread 24 X 250g,Food,Butter & Margarine,Nigeria,Blue Band,"[
  ""TSH-043"",
  ""IFJ-001"",
  ""EBL-167"",
  ""FSL-091"",
  ""CGT-087"",
  ""DGO-176"",
  ""EBF-176"",
  ""DFV-182"",
  ""WTM-147""
]",8719200031674
Khanzud Dawa'u Syrup Original Medicine For Ulcer 6 X 350ml,Toiletries,Medicines & Drugs,Nigeria,Khanzud,"[
  ""BAS-026""
]",''
Grand Malt 24 X 33cl,Beverages,Malt,Nigeria,GRAND MALT,"[
  ""CNM-033"",
  ""OBA-112"",
  ""FMV-016"",
  ""PGC-016"",
  ""MPV-016"",
  ""KAY-016"",
  ""FNF-112"",
  ""BZG-112"",
  ""MNL-051"",
  ""MBG-051"",
  ""OIC-051"",
  ""OAN-432"",
  ""TYN-051"",
  ""IHV-083"",
  ""PES-014"",
  ""ADE-016""
]",''
Coca Cola Zero Sugar Pet 12 X 60cl,Beverages,Fizzy Drinks,Nigeria,Coca Cola,"[
  ""LAM-002-1"",
  ""LAM-002""
]",5449000134511
Axe Dark Temptation Deodorant And Bodyspray 12 X 150ml,Toiletries,Deodorant,Nigeria,Axe,"[
  ""EIL-025""
]",8710447223433
Four Cousins Natural Sweet Wine Rose 12 X 75cl,Beverages,Wine,Nigeria,Four Cousins,"[
  ""OWO-150""
]",6009607661957
Samsung Galaxy S10 Plus Blue 128gb,Electronics,Mobile Phones,Nigeria,Samsung,"[
  ""MGP-020""
]",The GTIN for 'Samsung Galaxy S10 Plus Blue 128GB' is 8801643769607.
Apple Iphone 13 Pro Gold 512gb,Electronics,Mobile Phones,Nigeria,iPhone,"[
  ""MGP-004""
]",''
Viva Plus Detergent 7 X 850g,Toiletries,Laundry Detergent,Nigeria,Viva Plus,"[
  ""AJS-44""
]",''
Lipton Yellow Label Tea Box 80 X 80g,Beverages,Tea & Infusions,Nigeria,Lipton,"[
  ""IFJ-124""
]",48911147
Knorr Classic Seasoning 21 X 10 X 12 X 8g,Food,Seasonings & Spices,Nigeria,Knorr,"[
  ""IFJ-103""
]",''
Halal Spicity Seasoning Powder Stew And Jollof 60 X 100g,Food,Seasonings & Spices,Nigeria,SpiCity,"[
  ""AGI-005"",
  ""VIG-003"",
  ""FDE-003"",
  ""LBV-047"",
  ""BSG-010"",
  ""IPG-004"",
  ""DWA-010"",
  ""JPV-010"",
  ""PTV-090"",
  ""TSM-010"",
  ""AMS-008"",
  ""MET-010""
]",''
Molfix Pampars Size 5,Baby And Toddler,Nappies,Nigeria,Molfix,"[
  ""AJS-096"",
  ""SSS-096""
]",''
Kellogg's Cocopops 10 X 450g,Food,Cereals & Granola,Nigeria,Kellogg's,"[
  ""AJS-083"",
  ""SSS-083""
]",''
Molped Ultra Soft 8 X 16,Toiletries,Feminine Pads & Protectors,Nigeria,molped,"[
  ""AJS-071"",
  ""SSS-071""
]",8690536913427
Irish Spring Soap Icy Blast 18 X (3 X 100g),Toiletries,Bar Soap,Nigeria,Irish Spring,"[
  ""AJS-058"",
  ""SSS-058""
]",036000365286
Molped Ultra Soft Pads,Toiletries,Feminine Pads & Protectors,Nigeria,molped,"[
  ""AJS-044"",
  ""SSS-044""
]",''
Grand Malt Can 24 X 33cl,Beverages,Malt,Nigeria,GRAND MALT,"[
  ""YGV-017"",
  ""MPL-017"",
  ""GLI-090"",
  ""KOV-023"",
  ""OTS-016"",
  ""VTV-016"",
  ""ANC-070"",
  ""HNE-070"",
  ""FAB-070"",
  ""FOM-019"",
  ""SIA-004"",
  ""MAA-029"",
  ""ACN-008"",
  ""RBC-017"",
  ""MHV-017"",
  ""DDB-017"",
  ""AYA-017""
]",''
Heineken Premium Lager Beer Rgb 24 X 33cl,Beverages,Beer,Nigeria,Heineken,"[
  ""YGV-074"",
  ""MPL-074"",
  ""MVN-050"",
  ""DEL-011"",
  ""HOS-020"",
  ""DCE-028"",
  ""RRI-027"",
  ""RBC-073"",
  ""MHV-073"",
  ""DDB-073"",
  ""AYA-074""
]",8712000053590
Ace Root African Herbs Spirit Mix  Drink 12 X 60cl,Beverages,Rum,Nigeria,Ace Root,"[
  ""YGV-057"",
  ""MPL-057"",
  ""GLI-081"",
  ""OTS-056"",
  ""VTV-056"",
  ""OBA-101"",
  ""FMV-056"",
  ""PGC-056"",
  ""MPV-056"",
  ""KAY-056"",
  ""FNF-101"",
  ""BZG-101"",
  ""MNL-040"",
  ""MBG-040"",
  ""OIC-040"",
  ""OAN-421"",
  ""TYN-040"",
  ""DSV-036"",
  ""ANC-173"",
  ""HNE-173"",
  ""FAB-173"",
  ""FOM-070"",
  ""JIB-055"",
  ""RBC-057"",
  ""MHV-057"",
  ""DDB-057"",
  ""AYA-057""
]",''
Guinness Foreign Extra Stout Rgb 24 X 325ml,Beverages,Beer,Nigeria,Guinness,"[
  ""JHR-26"",
  ""ENL-37"",
  ""GAS-37"",
  ""LDO-020"",
  ""CBM-020"",
  ""COS-021"",
  ""OBL-021"",
  ""ELG-021"",
  ""MRN-019"",
  ""MBR-020"",
  ""KIS-020"",
  ""HYC-009"",
  ""DLG-018"",
  ""RDE-018"",
  ""BGN-018"",
  ""BKL-018"",
  ""NDN-037"",
  ""ANC-124"",
  ""HNE-124"",
  ""FAB-124"",
  ""FOM-036"",
  ""NDK-042"",
  ""DAE-045""
]",5023000000197
Mirinda Apple Pet 12 X 40cl,Beverages,Fizzy Drinks,Nigeria,Mirinda,"[
  ""DRH-036"",
  ""ONT-047"",
  ""MZS-151"",
  ""IHV-110"",
  ""SBL-075"",
  ""STV-058"",
  ""NNL-058"",
  ""ANC-107"",
  ""HNE-107"",
  ""FAB-107"",
  ""YAB-087"",
  ""JNE-056"",
  ""MAA-034"",
  ""NAH-016"",
  ""SPW-017"",
  ""AMC-053""
]",''
Tetmosol Medicated Soap Deo Fresh  6 X 12 X 70g,Toiletries,Bar Soap,Nigeria,Tetmosol,"[
  ""MAP-048""
]",8906007002719
Kwik Parboiled Rice 1 X 50kg,Food,Rice,Nigeria,KWIK,"[
  ""MDC-001"",
  ""DFR-002"",
  ""ONE-010"",
  ""UGV-017"",
  ""FJM-004"",
  ""MIS-028""
]",''
Softcare Premium Soft M 3 X 96pcs,Toiletries,Feminine Sanitary Supplies,Nigeria,Softcare,"[
  ""ARL-011"",
  ""MRL-033"",
  ""ONA-014"",
  ""DEL-006""
]",''
Trybal Bitters 6 X 750ml,Beverages,Bitters,Nigeria,Trybal,"[
  ""FGC-031"",
  ""BBL-031""
]",''
Softcare Premium Soft S 3 X 105pc,Toiletries,Feminine Sanitary Supplies,Nigeria,Softcare,"[
  ""ARL-012"",
  ""MRL-034"",
  ""ONA-015"",
  ""DEL-007""
]",8850002016331
Pepsi Rgb 24 X 50cl,Beverages,Fizzy Drinks,Nigeria,Pepsi,"[
  ""TEF-020"",
  ""OLT-027"",
  ""RZE-024"",
  ""DOS-020"",
  ""NDV-048"",
  ""MTS-152"",
  ""NGO-314"",
  ""TGC-003"",
  ""STV-076"",
  ""NNL-076"",
  ""TGV-076"",
  ""GSV-048"",
  ""HPS-034"",
  ""PUM-065"",
  ""OBQ-034"",
  ""OEM-065"",
  ""RGR-034"",
  ""ARI-039"",
  ""CTF-034"",
  ""RTE-007"",
  ""DNF-007"",
  ""LTC-034"",
  ""IZE-034"",
  ""ANC-145"",
  ""HNE-145"",
  ""BEN-034"",
  ""FAB-145"",
  ""YAB-088"",
  ""JNE-057"",
  ""MOA-037"",
  ""IKE-034"",
  ""BBC-034"",
  ""SHN-034"",
  ""DTM-034"",
  ""DZE-034"",
  ""LKH-034"",
  ""AON-016"",
  ""VGR-033"",
  ""MBS-071""
]",''
Knorr Chicken Seasoning Cubes 40 X 12 X 8g,Food,Seasonings & Spices,Nigeria,Knorr,"[
  ""ADB-040"",
  ""LDM-017""
]",4890212654253
Amawonda Ginger And Garlic Powder 12 X 140g,Food,Herbs & Spices,Nigeria,AmaWonda Natural Spices,"[
  ""KFC-006""
]",''
Guiness Gold Lager Beer Rgb 12 X 600ml,Beverages,Beer,Nigeria,Guinness,"[
  ""PGI-007"",
  ""PND-007"",
  ""YOV-007"",
  ""UTS-007"",
  ""EFF-049"",
  ""NGO-293"",
  ""WSE-106"",
  ""AIS-024"",
  ""JGL-024"",
  ""FSG-024"",
  ""CFA-024"",
  ""ARN-024"",
  ""SAN-024"",
  ""MVG-024"",
  ""VIC-024"",
  ""TAS-024"",
  ""JDS-024"",
  ""ASG-024"",
  ""MCL-024"",
  ""AME-106"",
  ""ANC-123"",
  ""HNE-123"",
  ""FAB-123"",
  ""FOM-035"",
  ""HIE-106"",
  ""BVS-106""
]",''
Ayoola Poundo Yam Flour 4 X 4.5kg,Food,Grain & Cereals,Nigeria,Ayoola,"[
  ""AOM-039"",
  ""IVL-044"",
  ""LBV-293"",
  ""OAS-018"",
  ""RRV-019"",
  ""FDL-012"",
  ""OSF-047"",
  ""AJU-019""
]",''
Razzl Orange Flavored Carbonated Soft Drink12 X 50cl,Beverages,Fizzy Drinks,Nigeria,Razzl,"[
  ""OLT-026"",
  ""IBR-028"",
  ""EDE-005"",
  ""MAN-020"",
  ""SME-009"",
  ""STV-075"",
  ""NNL-075"",
  ""TGV-075"",
  ""ABN-014""
]",''
Dettol Original Antibacterial Soap 72 X 110g,Toiletries,Bar Soap,Nigeria,Dettol,"[
  ""EPS-017""
]",6932704
Mega Growth Sensitive Care No-Lye Relaxer For Fine Medium Hair 7 X 4 X 178g,Toiletries,Haircare,Nigeria,Mega Growth,"[
  ""SIS-418""
]",''
Freshglow Moisturising Soap 2 In 1 Formula Milk & Apricot 48 X 150g,Toiletries,Bar Soap,Nigeria,Freshglow,"[
  ""SIS-388""
]",''
Kisskids Super Jumbo Pant Mini 2 3-6kg (1 X 105pcs),Baby And Toddler,Nappies,Nigeria,Kisskids,"[
  ""TEI-012""
]",6941732631914
Best Classic Whisky 24 X 20cl,Beverages,Whiskey,Nigeria,Winston,"[
  ""FAM-003""
]",''
White Horse Fine Old Blended Scotch Whisky 12 X 70cl,Beverages,Whiskey,Nigeria,White Horse,"[
  ""DAE-038""
]",5010084005006
Alpha Feed Pelletized Catfish Feed 4mm 1 X 25kg,Business & Industrial,Business & Industrial,Nigeria,Alpha Feed,"[
  ""HAN-039"",
  ""HEE-039""
]",''
Ultima+ Poultry Feed Heat Treated Broiler Pellet Starter 1 X 50kg,Business & Industrial,Business & Industrial,Nigeria,ULTIMA+ POULTRY FEED,"[
  ""HAN-023"",
  ""HEE-023""
]",''
Chikun Feed Layer 1 Mash 1 X 50kg,Business & Industrial,Business & Industrial,Nigeria,CHIKUN,"[
  ""HAN-020"",
  ""HEE-020""
]",''
Venus Skin Care Skin Toning Cream 30 X 120g,Toiletries,Toners & Astringents,Nigeria,Venus,"[
  ""OBV-064"",
  ""IIV-038""
]",''
Aace Foods Soya Maize 144 X 100g,Food,Cereals & Granola,Nigeria,AACE Foods,"[
  ""JVL-022""
]",''
Puffies Peanut Snack 60 X 20g,Food,Appetisers & Snacks,Nigeria,PUFFIES,"[
  ""CSL-001""
]",''
Kifi Quality Soap Gold 24 X 140g,Brand Manufacturers,Household Supplies,Nigeria,KIFI,"[
  ""SIL-022""
]",''
Chi Exotic Multifruita Nectar 10 X 1l,Beverages,Juice,Nigeria,Chivita,"[
  ""EDB-013""
]",5283002305328
Bottega Gianduia Dalla 6 X 500ml,Beverages,Liqueurs,Nigeria,Bottega,"[
  ""BBL-015""
]",''
Bilang Detergent 162 X 22g,Toiletries,Laundry Detergent,Nigeria,0,"[
  ""FIT-044""
]",''
Citrus Breese Citrus 7 X 850g,Toiletries,Laundry Detergent,Nigeria,0,"[
  ""FIT-067""
]",''
Premium Bar 32 X 175g,Toiletries,Bar Soap,Nigeria,Premium,"[
  ""FIT-058""
]",''
Home Boyz Café Whisky 24 X 200ml,Beverages,Whiskey,Nigeria,Home Boyz,"[
  ""VMS-001""
]",''
Beloxxi Snap Biscuit 48 X 40g,Brand Food,Biscuits,Nigeria,BELOXXI,"[
  ""BLX-013""
]",''
Nestle Milo 24 X (10 X 20g),Beverages,Sports & Energy Drinks,Nigeria,Milo,"[
  ""JJS-065""
]",74410002347
Kellogg's Cornflakes 48 X 30g,Food,Cereals & Granola,Nigeria,Kellogg's,"[
  ""JJS-057""
]",5018885606324
Ciroc Coconut 6 X 1l Pack,Beverages,Vodka,Nigeria,Ciroc,"[
  ""AIS-070"",
  ""JGL-070"",
  ""FSG-070"",
  ""CFA-070"",
  ""ARN-070"",
  ""SAN-070"",
  ""MVG-070"",
  ""VIC-070"",
  ""TAS-070"",
  ""JDS-070"",
  ""ASG-070"",
  ""MCL-070""
]",04000062319427
Guinness Orijin Zero  Can 24 X 330ml,Beverages,Fizzy Drinks,Nigeria,Orijin,"[
  ""AIS-034"",
  ""JGL-034"",
  ""FSG-034"",
  ""CFA-034"",
  ""ARN-034"",
  ""SAN-034"",
  ""MVG-034"",
  ""VIC-034"",
  ""TAS-034"",
  ""JDS-034"",
  ""ASG-034"",
  ""MCL-034""
]",''
Viva 162 X 22g,Toiletries,Laundry Detergent,Nigeria,Viva Plus,"[
  ""MUB140""
]",''
Lactorich Milk 50kg,Food,Canned & Powdered Milk,Nigeria,Lactorich,"[
  ""MBN-065""
]",''
Molfix Diaper Cp Size 4 - 8 X 10,Baby And Toddler,Nappies,Nigeria,Molfix,"[
  ""ROM-056""
]",8690536819600
Mini Crackers 21g X 72pcs,Food,Crackers,Nigeria,BELOXXI,"[
  ""ASN-001"",
  ""CHA-001-1"",
  ""MNC-001"",
  ""FSE-001"",
  ""IFR-001"",
  ""CHA-001"",
  ""POS-001"",
  ""SOV-001"",
  ""MEV-001"",
  ""JKA-001"",
  ""MGS-001"",
  ""PIS-001"",
  ""EJG-001"",
  ""BNL-001"",
  ""MVE-001"",
  ""CFF-001"",
  ""BGV-001"",
  ""AEM-001"",
  ""RSD-001"",
  ""KGR-001"",
  ""MIL-001"",
  ""WL-001"",
  ""FS-001"",
  ""MS-001"",
  ""CHM-001"",
  ""WL-001-2"",
  ""WL-001-1""
]",''
Rambo Insecticide Paper 240 X 6g,Home & Garden,Household Insect Repellents,Nigeria,Rambo,"[
  ""MBN-124""
]",''
Ami Tomto Cube 12 X (144 X 5g),Food,Seasonings & Spices,Nigeria,Ami,"[
  ""MBN-015""
]",''
Baby Cereal Maize 50g X10pcs,Baby And Toddler,Baby & Toddler Food,Nigeria,Friska,"[
  ""FRS-007""
]",''
Waw Colour Multi-Use Detergent 48 X 60g,Toiletries,Laundry Detergent,Nigeria,WAW,"[
  ""ANI-004"",
  ""DVE-004""
]",''
Sunshine Napthalene Balls 50 X 225g,Home & Garden,Household Insect Repellents,Nigeria,Sunshine,"[
  ""GBT-010""
]",''
Siri Royal Jasmine Perfumed Bar Soap 48 X 150g,Toiletries,Bar Soap,Nigeria,Siri,"[
  ""BCI-024""
]",8908002572089
Bow Refined Soyabean Oil 1 X 1l,Food,Cooking Oils,Nigeria,BOW,"[
  ""PIR-013-2"",
  ""PIR-013-1"",
  ""PIR-013""
]",''
Twinkleen Airfreshener 12 X 500ml,Home & Garden,Air Fresheners,Nigeria,Twinkleen,"[
  ""TWK-002""
]",''
Nittol Anti Bacteria Anti Odour Multi-Use Detergent 48 X 60g,Toiletries,Laundry Detergent,Nigeria,Nittol,"[
  ""HAS-057"",
  ""MUS-057"",
  ""SSD-126"",
  ""LBV-106"",
  ""STS-098"",
  ""WTM-248"",
  ""WTM-039""
]",8852606601855
Mac Crunchy Chocolate Wafer 80 X 23g,Food,Biscuits,Nigeria,Mac CRUNCHY,"[
  ""HAS-014"",
  ""SOS-003"",
  ""SSD-069"",
  ""AGP-012"",
  ""MMD-056""
]",''
