Product Name,Top Category,Category Name,Country,Brand,SKU_ARRAY,GTIN
Sma Gold 1 Infant Milk 12 X 400g,Baby And Toddler,Baby Formula,Nigeria,Sma Gold,"[
  ""IFJ-073""
]",5000436561546
Limpo Clean All Purpose Tiles Cleaner Strawberry 4 X 4l,Toiletries,All-Purpose Cleaners,Nigeria,Limpo,"[
  ""TCS-019""
]",''
Right Guard Anti-Perspirant 12 X 250ml,Toiletries,Deodorant,Nigeria,Right Guard,"[
  ""EIL-028""
]",''
Hudabeauty Loose Powder 12 X 110ml,Toiletries,Face Powders,Nigeria,Hudabeauty,"[
  ""SDF-017""
]",''
Kellogg's Corn Flakes 72 X 45g,Food,Cereals & Granola,Nigeria,Kellogg's,"[
  ""AJS-002"",
  ""SSS-002""
]",0828182002270
Parle Rik Rak Wafer 48 X 48g,Food,Biscuits,Nigeria,Parle,"[
  ""FSE-127"",
  ""MMG-126"",
  ""MNC-128"",
  ""IFR-141"",
  ""TIE-160"",
  ""NGO-011"",
  ""MMG-111"",
  ""FUV-014"",
  ""SFG-014"",
  ""ADS-011"",
  ""WTM-160""
]",8901719310181
B29 Laundary Soap,Toiletries,Laundry Detergent,Nigeria,B29,"[
  ""AMA-028""
]",''
Oral Care Toothpaste 90g X 12,Toiletries,Toothpaste,Nigeria,Oracare Plus,"[
  ""AMA-007""
]",''
Myk Skin Tone 12 X 450g,Toiletries,Lotions & Moisturisers,Nigeria,Myk,"[
  ""MMP-063-1"",
  ""MMP-063""
]",''
Amber Energy Drink Pet 12 X 50cl,Beverages,Sports & Energy Drinks,Nigeria,Amber,"[
  ""CLF-064"",
  ""STV-095"",
  ""AVI-040"",
  ""ANN-018"",
  ""TGV-254"",
  ""ECN-002"",
  ""AKT-121""
]",''
Planet Pineapple 12 X 60cl,Beverages,Juice,Nigeria,PLANET,"[
  ""CLF-054"",
  ""KMS-016"",
  ""TSV-047"",
  ""TGV-277"",
  ""IHV-106"",
  ""NIV-125"",
  ""GGP-120"",
  ""MTS-144"",
  ""NAN-016"",
  ""NGO-283"",
  ""OBZ-026"",
  ""WME-090"",
  ""MTW-090"",
  ""STV-054"",
  ""AKT-144"",
  ""NNL-054"",
  ""TGV-054"",
  ""BOA-070"",
  ""JCN-070"",
  ""JCM-070"",
  ""AUN-070"",
  ""FOV-070"",
  ""BHN-016"",
  ""ANC-103"",
  ""HNE-103"",
  ""FAB-103"",
  ""YAB-083""
]",''
Canoe Extra Care Laundry Bar Pure With Glycerine 48 X 130g,Home & Garden,Laundry Supplies,Nigeria,Canoe,"[
  ""MAP-055"",
  ""ESV-020"",
  ""NGV-020"",
  ""OBV-017"",
  ""AGT-022"",
  ""GPE-020"",
  ""MAP-033"",
  ""FIT-033"",
  ""WSE-314"",
  ""CCN-035"",
  ""IIV-001"",
  ""GGM-004"",
  ""GTF-048""
]",4897065724501
Tiger Curry 10 X 20 X 5g,Food,Herbs & Spices,Nigeria,Tiger,"[
  ""SUD-004"",
  ""MNI-004"",
  ""ECG-004"",
  ""MNG-003"",
  ""VIG-008"",
  ""CGE-003"",
  ""BAG-005"",
  ""OEN-212"",
  ""OVE-002"",
  ""SMV-003"",
  ""MIN-007"",
  ""OSF-007"",
  ""KST-008"",
  ""GCN-003"",
  ""DAL-003"",
  ""BFB-003"",
  ""ZSG-003"",
  ""NBC-034"",
  ""AGS-018"",
  ""BAE-002"",
  ""PAV-007"",
  ""INL-008"",
  ""DWA-014""
]",''
Pears Oil 40 X 200ml,Baby And Toddler,Baby Bathing,Nigeria,Pears,"[
  ""APL-034"",
  ""ADB-051"",
  ""LDM-008"",
  ""RHL-056"",
  ""CGT-082""
]",''
Regal Deluxe London Dry Gin 12 X 75cl,Beverages,Gin,Nigeria,REGAL,"[
  ""PGL-018"",
  ""PPV-019"",
  ""OTE-019"",
  ""GSM-019"",
  ""AAE-084"",
  ""OKE-018"",
  ""RMH-018"",
  ""MTU-229"",
  ""ENC-018"",
  ""BRL-029""
]",''
Amber Energy Drink 12 X 500ml,Beverages,Sports & Energy Drinks,Nigeria,Amber,"[
  ""BKV-047"",
  ""ADE-026"",
  ""NDV-051"",
  ""GRG-046"",
  ""MAN-016"",
  ""AMB-002"",
  ""EDE-001"",
  ""SDE-041""
]",''
Bow Refined Soyabean Oil 4 X 5l,Food,Cooking Oils,Nigeria,BOW,"[
  ""NEA-069"",
  ""UAS-069"",
  ""TBM-069"",
  ""JME-014"",
  ""VMB-021"",
  ""AKT-040"",
  ""BFL-009""
]",''
Knorr Seasoning Cubes Beef 17 X 45 X 8g,Food,Seasonings & Spices,Nigeria,Knorr,"[
  ""NEE-019"",
  ""FDE-038"",
  ""HKV-185"",
  ""ISL-029"",
  ""ISL-029-1"",
  ""MIN-002"",
  ""MGR-014"",
  ""APS-016"",
  ""DGO-272"",
  ""EBF-272""
]",''
Seaman's Schnapps Sachet 24 X 3cl,Beverages,Gin,Nigeria,Seaman's,"[
  ""JWE-035"",
  ""DKP-092""
]",5900057014613
Sprite Zero Pet 12 X 35cl,Beverages,Fizzy Drinks,Nigeria,Sprite,"[
  ""IFP-063"",
  ""DBG-026"",
  ""ACV-039"",
  ""COG-041""
]",5449000131808
Elan Mentholated Shampoo 12 X 500ml,Toiletries,Conditioner,Nigeria,Elan Hair,"[
  ""GCG-075"",
  ""BJI-008""
]",''
Baby & Me Perfumed Petroleum Jelly 6 X 150g,Toiletries,Petroleum Jelly,Nigeria,Baby & Me,"[
  ""PAE-015"",
  ""HSF-080"",
  ""WSE-313"",
  ""MEE-014"",
  ""BBE-074"",
  ""WKS-032"",
  ""GTF-050"",
  ""MGM-016"",
  ""ASW-026""
]",4897010255293
Viju Orange Drink 24 X 200ml,Beverages,Fruit-Flavoured Drinks,Nigeria,Viju,"[
  ""MDS-028"",
  ""FUN-041""
]",4897036690273
Uregi Nature Blends Garlic Powder 12 X 100g,Brand Food,Herbs & Spices,Nigeria,Uregi Nature Blends,"[
  ""DRO-001""
]",''
Big Bull Premium Milled Parboiled Rice 8 X 2.5kg,Food,Rice,Nigeria,Big Bull,"[
  ""OEN-099""
]",''
Dogan's Icing Sugar 20 X 1000g,Food,Sugar & Sweeteners,Nigeria,Dogan's,"[
  ""EBL-151"",
  ""STE-027""
]",''
Hot Pepper Powder 120 X 5g,Food,Seasonings & Spices,Nigeria,-,"[
  ""RRV-032"",
  ""BND-022"",
  ""AGM-036"",
  ""PTV-270""
]",''
Viju Coffee Milk Drink 12 X 50cl,Beverages,Fruit-Flavoured Drinks,Nigeria,Viju,"[
  ""JMB-062"",
  ""FUN-038""
]",4870025319497
Fincap Custard Powder 6 X 500g,Food,Grain & Cereals,Nigeria,Fincap,"[
  ""FIC-004""
]",''
Vaseline Blue Seal 24 X 450ml,Toiletries,Petroleum Jelly,Nigeria,Vaseline,"[
  ""LDM-011"",
  ""GCG-025"",
  ""FMS-025"",
  ""UCV-025"",
  ""CGT-085"",
  ""AEN-014""
]",6001087353494
Waw Laundry Bar 36 X 130g,Toiletries,Laundry Detergent,Nigeria,WAW,"[
  ""EPS-009"",
  ""DVE-005""
]",''
Gino Max All Dish 32 X 35g,Food,Seasonings & Spices,Nigeria,Gino,"[
  ""CFO-136"",
  ""LBV-266"",
  ""HKV-156"",
  ""FGE-263"",
  ""WSE-263"",
  ""PTV-247"",
  ""AME-265"",
  ""BVS-265"",
  ""DGO-166"",
  ""EBF-166"",
  ""IGL-137"",
  ""DFV-172"",
  ""WTM-127""
]",8908003542163
Fincap Glucose D 30 X 100g,Food,Sugar & Sweeteners,Nigeria,Fincap,"[
  ""FIC-009""
]",''
Arla Dano Cool Cow Instant Filled Milk Powder 12 X 400g Tin,Food,Canned & Powdered Milk,Nigeria,Dano,"[
  ""CFO-125"",
  ""STS-148"",
  ""WTM-298"",
  ""IOM-033"",
  ""NET-013"",
  ""MDM-017"",
  ""PDG-052"",
  ""WTM-101""
]",5740302007123
Rafa Detergent 40 X 85g,Toiletries,Laundry Detergent,Nigeria,Rafa,"[
  ""TIE-241"",
  ""CTI-078"",
  ""RRE-038"",
  ""DAM-019""
]",''
Gola Maxi Cream Fingers 102 X 14g,Food,Biscuits,Nigeria,Gola,"[
  ""OMV-087""
]",''
Best Marula Fruit Cream Sachet 336 X 3cl,Beverages,Liqueurs,Nigeria,Best,"[
  ""AIM-027""
]",''
Cussons Baby Wipes Mild & Gentle (18 X 50pcs),Baby And Toddler,Baby Wipes,Nigeria,Cussons baby,"[
  ""OBV-031"",
  ""IIV-010"",
  ""GGM-008""
]",6902088519380
Cussons Baby Powder Mild & Gentle 24 X 200g,Toiletries,Body Powder,Nigeria,Cussons baby,"[
  ""OBV-029"",
  ""IIV-008""
]",9300830021838
Ecofloat 6mm Extruded Catfish Feed 1 X 15kg,Business & Industrial,Business & Industrial,Nigeria,ECOFLOAT,"[
  ""HAN-032"",
  ""HEE-032""
]",''
Bakerdream Instant Dry Yeast 20 X 500g,Food,Yeast,Nigeria,Bakerdream,"[
  ""EIC-012"",
  ""NEC-012""
]",6921000822120
Foster Clark's Baking Powder 24 X 450g,Food,Baking Powder,Nigeria,Foster Clark's,"[
  ""EIC-008"",
  ""NEC-008""
]",6291055046087
Foster Clark's Strawberry 72 X 28ml,Food,Cooking & Baking Ingredients,Nigeria,Foster Clark's,"[
  ""EIC-007"",
  ""NEC-007""
]",''
Frutta Orange Fruit Drink 12 X 500ml,Beverages,Juice,Nigeria,Frutta,"[
  ""MTU-214"",
  ""GGP-111"",
  ""DMS-062"",
  ""TAV-062"",
  ""RGV-214""
]",''
2sure Cool With Menthol Bar Soap 24 X 35g,Toiletries,Bar Soap,Nigeria,2Sure,"[
  ""SBL-084""
]",''
Aace Foods Fried Rice Seasoning Powder 150 X 10g,Food,Herbs & Spices,Nigeria,AACE Foods,"[
  ""JVL-011""
]",''
Classic Soap 30 X 150g,Toiletries,Bar Soap,Nigeria,Classic Beauty Soap,"[
  ""WTM-327""
]",''
King's Oil 6 X 3l,Food,Cooking Oils,Nigeria,Devon King's,"[
  ""HJM-056""
]",''
Pepper Soup Mixed Spice 12 X 100g,Food,Seasonings & Spices,Nigeria,Zeus Spices,"[
  ""ASC-004""
]",''
Uma Curry Mix Seasoning Paste 50 X 70g,Food,Seasonings & Spices,Nigeria,UMA CURRY MIX,"[
  ""GDL-002""
]",4897078581024
Ok Picnic Shortcake Biscuits 24 X 74g,Food,Biscuits,Nigeria,OK Foods,"[
  ""TGN-041"",
  ""OKN-074"",
  ""ABE-014"",
  ""ADS-034"",
  ""TIE-014""
]",''
Chi Exotic Pineapple & Coconut Nectar 10 X 1l,Beverages,Juice,Nigeria,Chivita,"[
  ""EDB-014""
]",''
Razzl Grenadine Flavored Carbonated Soft Drink 12 X 60cl,Beverages,Fizzy Drinks,Nigeria,Razzl,"[
  ""NSS-006"",
  ""WSE-113"",
  ""STV-067"",
  ""NNL-067"",
  ""AME-113"",
  ""ABN-006"",
  ""SPW-008"",
  ""DMS-078"",
  ""KGE-016"",
  ""TAV-078"",
  ""HIE-113"",
  ""BVS-113"",
  ""ADS-068"",
  ""LBS-108"",
  ""JCS-014"",
  ""VVW-100"",
  ""AMC-008""
]",''
Rambo Insecticide 24 X 300ml,Home & Garden,Household Insect Repellents,Nigeria,Rambo,"[
  ""JJS-020""
]",''
Infinite Power Energy Drink 12 X 50cl,Beverages,Sports & Energy Drinks,Nigeria,Infinite Power,"[
  ""MEV-103""
]",''
Peak Full Cream Evaporated Milk 36 X 150g,Food,Canned & Powdered Milk,Nigeria,Peak,"[
  ""JJS-049""
]",''
Nestle Milo 12 X 180ml,Beverages,Sports & Energy Drinks,Nigeria,Milo,"[
  ""SSS-011""
]",''
Rose Carla Towel Single X 12,Home & Garden,Kitchen Paper,Nigeria,Rose Carla,"[
  ""ROM-066""
]",''
Huggies Dry Comfort Eco New Size 5 - 40 X 4,Baby And Toddler,Nappies,Nigeria,HUGGIES,"[
  ""ROM-029""
]",''
Finetex Tissue Jumbo X 12,Home & Garden,Kitchen Paper,Nigeria,Finetex,"[
  ""ROM-025""
]",''
Colgate Max Fresh Clean Mint 72 X 130g,Toiletries,Toothpaste,Nigeria,Colgate,"[
  ""ROM-010""
]",The GTIN for the product 'Colgate Max Fresh Clean Mint 72 X 130g' is 7509546061900.
Happy Hour Tropical 10 X 1l,Beverages,Fruit-Flavoured Drinks,Nigeria,Happy Hour,"[
  ""DCL-024""
]",''
Vitamilk Energy 4 X (6 X 300ml),Beverages,Milk,Nigeria,Vitamilk,"[
  ""AGR-019""
]",8850088573983
Honey Well Instant Noodles 40 X 120g,Food,Pasta & Noodles,Nigeria,HONEYWELL,"[
  ""MBN-028""
]",''
Lite Cracker X 72,Food,Crackers,Nigeria,Lite,"[
  ""CIL-104""
]",''
Yoghurt Strawberry 12 X 315ml,Food,Yoghurt,Nigeria,Hollandia,"[
  ""LEV-019"",
  ""DCL-019"",
  ""NCV-019"",
  ""MMS-019""
]",''
Anti Diabetic 100g X 1,Beverages,Tea & Infusions,Nigeria,Friska,"[
  ""FRS-002-1""
]",''
Knorr Chicken Seasoning 21 × (10 × 12g),Food,Seasonings & Spices,Nigeria,Knorr,"[
  ""MMN-001""
]",8718114827660
Golden Penny Noodles Jollof Flavour 70g X 40,Food,Pasta & Noodles,Nigeria,GOLDEN PENNY,"[
  ""TGM-005""
]",7455990700167
Gran Castillo Family Selection Cabernet Sauvignon 6 X 750ml,Beverages,Wine,Nigeria,GRAN castillo,"[
  ""EWG-067"",
  ""BDK-006""
]",''
Dubic Malt Can 12 X 33cl,Beverages,Malt,Nigeria,Dubic Malt,"[
  ""PND-037"",
  ""PND-023"",
  ""YOV-023""
]",''
Nature-In Whitening Exfoliating Beauty Soap  48 X 160g,Toiletries,Bar Soap,Nigeria,Nature-In,"[
  ""RJL-001""
]",""""""
Huggies Nappy Pant Size 3 (4 X 33pcs),Baby And Toddler,Nappies,Nigeria,Parle,"[
  ""OMV-032""
]",9325344046146
Coca Cola Pet 12 X 50cl,Beverages,Fizzy Drinks,Nigeria,Coca Cola,"[
  ""BNE-011"",
  ""DTS-049"",
  ""SGL-014"",
  ""NIV-006"",
  ""AIN-025"",
  ""DES-034"",
  ""CNM-029"",
  ""EXS-067"",
  ""UAL-007"",
  ""OAA-003"",
  ""GVL-039"",
  ""LAM-074"",
  ""OWO-101"",
  ""TDV-015"",
  ""AWR-006"",
  ""GLI-016"",
  ""MAI-002"",
  ""BKV-015"",
  ""FFN-018"",
  ""DFM-011"",
  ""IFP-014"",
  ""BOR-005"",
  ""DBG-005"",
  ""HOM-155"",
  ""ONT-021"",
  ""JMB-046"",
  ""STV-082"",
  ""SEI-034"",
  ""PLT-004"",
  ""DKP-021"",
  ""OBA-031"",
  ""MSM-123"",
  ""AGT-054"",
  ""FNF-031"",
  ""BZG-031"",
  ""MTD-027"",
  ""OAN-351"",
  ""AAE-033"",
  ""MZS-093"",
  ""IKF-004"",
  ""TGV-225"",
  ""PES-002"",
  ""MTU-085"",
  ""SBL-027"",
  ""GGP-027"",
  ""IDV-003"",
  ""OJS-011"",
  ""FSS-011"",
  ""EDB-097"",
  ""OTV-015"",
  ""FFP-001"",
  ""AXV-005"",
  ""NDV-016"",
  ""MCE-002"",
  ""RVS-001"",
  ""MTS-057"",
  ""ACV-010"",
  ""GRG-011"",
  ""NAN-023"",
  ""MBS-010"",
  ""KDS-018"",
  ""NGO-155"",
  ""IDV-022"",
  ""SGD-005"",
  ""OBZ-035"",
  ""WME-015"",
  ""MTW-015"",
  ""WSE-048"",
  ""PBL-016"",
  ""SDE-012"",
  ""AKT-092"",
  ""DBA-026"",
  ""MZS-023"",
  ""MGC-047"",
  ""MBM-002"",
  ""EWG-017"",
  ""BOA-016"",
  ""JCN-016"",
  ""TUC-025"",
  ""JCM-016"",
  ""AME-048"",
  ""GSV-007"",
  ""AUN-016"",
  ""FOV-016"",
  ""CTI-026"",
  ""MZS-164"",
  ""HPS-018"",
  ""PUM-018"",
  ""FHG-001"",
  ""OBQ-018"",
  ""OEM-018"",
  ""RGR-018"",
  ""NOV-006"",
  ""ABI-021"",
  ""ARI-034"",
  ""CTF-018"",
  ""SAB-004"",
  ""LTC-018"",
  ""IZE-018"",
  ""GVF-023"",
  ""ANC-028"",
  ""KWE-021"",
  ""HNE-028"",
  ""BEN-018"",
  ""FAB-028"",
  ""YAB-018"",
  ""DDV-006"",
  ""JNE-014"",
  ""IKE-018"",
  ""MAA-011"",
  ""BBC-018"",
  ""SHN-018"",
  ""DTM-018"",
  ""DZE-018"",
  ""LKH-018"",
  ""NDG-016"",
  ""BCI-007"",
  ""EDL-009"",
  ""AON-004"",
  ""VGR-018"",
  ""ANL-004"",
  ""NAH-014"",
  ""MDN-026"",
  ""SCE-013"",
  ""SPW-029"",
  ""DRH-009"",
  ""DMS-019"",
  ""TAV-019"",
  ""HIE-048"",
  ""BVS-048"",
  ""LBS-009"",
  ""ANG-003"",
  ""PRS-005"",
  ""JME-006"",
  ""VVW-001"",
  ""AMC-011"",
  ""FLI-097"",
  ""RGV-085"",
  ""HPR-096""
]",5449000131805
Chivita Ice Tea Lemon 24 X 150ml,Beverages,Tea & Infusions,Nigeria,Chivita,"[
  ""DTS-021"",
  ""AGC-031"",
  ""FIL-032"",
  ""PIP-032"",
  ""LVE-024"",
  ""DUV-032"",
  ""TSH-033"",
  ""MBE-034"",
  ""LAM-030"",
  ""OWO-192"",
  ""EJN-034"",
  ""RDB-034"",
  ""MYJ-031"",
  ""MZS-066"",
  ""RHL-018"",
  ""LNL-028"",
  ""LES-029"",
  ""ISE-032"",
  ""MTU-026"",
  ""FIE-032"",
  ""GTS-032"",
  ""EDB-034"",
  ""MTS-032"",
  ""NGO-077"",
  ""WSE-021"",
  ""SIE-034"",
  ""NKE-034"",
  ""FIS-034"",
  ""OKN-047"",
  ""AME-021"",
  ""JOV-025"",
  ""AGA-010"",
  ""DEE-024"",
  ""LBE-045"",
  ""HIE-021"",
  ""BVS-021"",
  ""PSE-032"",
  ""LBS-035"",
  ""JCS-048"",
  ""VVW-027"",
  ""DTD-041"",
  ""FEE-021"",
  ""FLI-034"",
  ""RGV-026"",
  ""HPR-034""
]",''
Chivita Ice Tea Lemon 12 X 315ml,Beverages,Tea & Infusions,Nigeria,Chivita,"[
  ""DTS-014"",
  ""AGC-024"",
  ""FIL-023"",
  ""PIP-023"",
  ""LVE-023"",
  ""DUV-023"",
  ""TSH-024"",
  ""MBE-026"",
  ""LAM-029"",
  ""OWO-183"",
  ""EJN-023"",
  ""RDB-023"",
  ""GBE-017"",
  ""DIL-012"",
  ""MYJ-023"",
  ""DON-023"",
  ""MSM-023"",
  ""MZS-059"",
  ""RHL-012"",
  ""LNL-021"",
  ""TGV-292"",
  ""LES-020"",
  ""BVC-010"",
  ""ISE-023"",
  ""SIE-023-1"",
  ""MTU-017"",
  ""FIE-023"",
  ""GTS-023"",
  ""EDB-025"",
  ""MTS-023"",
  ""NGO-068"",
  ""WSE-014"",
  ""SIE-023"",
  ""NKE-023"",
  ""FIS-023"",
  ""OKN-038"",
  ""AME-014"",
  ""JOV-020"",
  ""BTE-013"",
  ""DEE-020"",
  ""LBE-036"",
  ""HIE-014"",
  ""BVS-014"",
  ""PSE-023"",
  ""CGT-023"",
  ""JVS-021"",
  ""LBS-034"",
  ""JCS-039"",
  ""VVW-026"",
  ""DTD-002"",
  ""FEE-014"",
  ""FLI-025"",
  ""RGV-017"",
  ""HPR-025""
]",''
Star Finest Lager Beer Can 24 X 33cl,Beverages,Beer,Nigeria,Star,"[
  ""SGL-063"",
  ""LAM-063"",
  ""YGV-012"",
  ""MPL-012"",
  ""OTS-012"",
  ""VTV-012"",
  ""MVN-017"",
  ""ANB-005"",
  ""FMV-012"",
  ""PGC-012"",
  ""MPV-012"",
  ""KAY-012"",
  ""EFF-017"",
  ""GKN-017"",
  ""EWG-024"",
  ""VEN-008"",
  ""ANC-040"",
  ""HNE-040"",
  ""FAB-040"",
  ""FOM-015"",
  ""JIB-012"",
  ""RBC-012"",
  ""MHV-012"",
  ""DDB-012"",
  ""AYA-012"",
  ""AMO-010"",
  ""FLI-119"",
  ""HPR-119""
]",''
4 All Multi Use Powder Detergent 27 X 140g,Toiletries,Laundry Detergent,Nigeria,4 All,"[
  ""HAS-060"",
  ""VNC-004"",
  ""MUS-060"",
  ""SSD-129"",
  ""HSF-027"",
  ""ZAK-006""
]",''
Sedaap Supreme Instant Noodles Tasty Chicken 40 X 120g,Food,Pasta & Noodles,Nigeria,Sedaap,"[
  ""HAS-051"",
  ""FMT-016"",
  ""MLV-004"",
  ""NMT-026"",
  ""MUS-051"",
  ""TGR-006"",
  ""AAB-003"",
  ""AAA-005"",
  ""AMR-003"",
  ""ABS-004"",
  ""RRV-034"",
  ""MGE-003"",
  ""MSG-003"",
  ""IFS-052"",
  ""HSF-019"",
  ""ABA-003"",
  ""ACI-010"",
  ""AGS-025"",
  ""MCC-006"",
  ""BAK-010"",
  ""BIV-007"",
  ""ONL-027"",
  ""BRG-026"",
  ""AAT-006"",
  ""BBE-017"",
  ""AZY-008"",
  ""WKS-013"",
  ""ERG-009"",
  ""UBS-006"",
  ""MIS-006"",
  ""USL-007""
]",8906021126135
Amazia Wafer Cubes Creamy Chocolate 36 X 32g,Food,Biscuits,Nigeria,AMAZIA,"[
  ""HAS-045"",
  ""MUS-045""
]",8906021120878
Parle Kreams Gold Chocolate 36 X 42g,Food,Biscuits,Nigeria,Parle,"[
  ""MAL-009"",
  ""KGN-014"",
  ""DNG-014"",
  ""KIP-005-1"",
  ""SFC-005"",
  ""KIP-005"",
  ""CIL-115"",
  ""MGS-107"",
  ""GCE-003"",
  ""TIE-155"",
  ""NGO-006"",
  ""JAS-108"",
  ""FRA-122"",
  ""FUV-009"",
  ""SFG-009"",
  ""CCN-003"",
  ""RRE-004"",
  ""ADS-006"",
  ""WTM-155""
]",8901719304301
Maggi Star Seasoning Cubes 60 X 4g,Food,Seasonings & Spices,Nigeria,MAGGI,"[
  ""STE-006"",
  ""EXS-057"",
  ""OLB-032"",
  ""OEN-057"",
  ""SNL-078"",
  ""TSH-115"",
  ""JIL-035"",
  ""EBL-140"",
  ""MSM-065"",
  ""LBV-093"",
  ""HOM-057"",
  ""HKV-089"",
  ""MDM-039"",
  ""FGE-169"",
  ""WSE-169"",
  ""PTV-140"",
  ""AME-169"",
  ""OPB-088"",
  ""MFL-010"",
  ""WKS-010"",
  ""BVS-169"",
  ""DGO-044"",
  ""EBF-044"",
  ""IGL-044"",
  ""DFV-044""
]",8901058821777
Amazia Wafer Cubes Creamy Chocolate 16 X 32g,Food,Appetisers & Snacks,Nigeria,AMAZIA,"[
  ""MLV-038""
]",''
Activa Pure Vegetable Oil 6 X 3l,Food,Cooking Oils,Nigeria,Activa,"[
  ""OPB-052"",
  ""MKC-004"",
  ""UCE-004"",
  ""NEA-028"",
  ""CLL-012"",
  ""UAS-028"",
  ""TBM-028"",
  ""LBV-157"",
  ""DIG-014"",
  ""MGV-005"",
  ""HKV-111"",
  ""DNL-012"",
  ""HDC-004"",
  ""FZI-006"",
  ""PTV-185""
]",''
Devon King's Pure Vegetable Oil 20 X 500ml,Food,Cooking Oils,Nigeria,Devon King's,"[
  ""FMT-021"",
  ""OEN-072"",
  ""EIL-043"",
  ""NEA-015"",
  ""UAS-015"",
  ""TBM-015"",
  ""HOM-072"",
  ""OBV-007"",
  ""DGR-010"",
  ""IFS-008"",
  ""AKT-007"",
  ""KCP-007"",
  ""OEN-072-1"",
  ""ECN-030"",
  ""SVE-006"",
  ""JCL-009""
]",''
Maggi Star Seasoning Powder -Beef 5 X 100g,Food,Seasonings & Spices,Nigeria,MAGGI,"[
  ""FMT-013"",
  ""OEN-048"",
  ""EBL-111"",
  ""MSM-049"",
  ""AGP-025"",
  ""STS-203"",
  ""LBV-073"",
  ""HSF-009"",
  ""HOM-048"",
  ""HKV-069"",
  ""MDM-025"",
  ""FRB-019"",
  ""YMR-025"",
  ""FGE-156"",
  ""WSE-156"",
  ""PTV-121"",
  ""AME-156"",
  ""OPB-083"",
  ""OEN-048-2"",
  ""OEN-048-1"",
  ""BBE-007"",
  ""BVS-156"",
  ""DGO-031"",
  ""EBF-031"",
  ""IGL-031"",
  ""DFV-031""
]",''
Yara Baby Diapers 3 Midi (3 X 88pcs),Baby And Toddler,Diapering,Nigeria,Yara,"[
  ""MLV-016"",
  ""SFM-015"",
  ""NEM-015"",
  ""WVE-015"",
  ""ZAM-015""
]",''
Stanmaris Table Water 12 X 75cl,Beverages,Water,Nigeria,Stanmaris,"[
  ""SVR-003""
]",''
Checkers Instant Milk Custard 3 In 1 24 X 65g,Food,Grain & Cereals,Nigeria,Checkers,"[
  ""OGE-035"",
  ""EXS-081"",
  ""MSB-030"",
  ""STG-021"",
  ""FDE-014"",
  ""LBV-136"",
  ""PTV-016"",
  ""HJM-016"",
  ""ALV-029"",
  ""DGM-010"",
  ""FGE-187"",
  ""WSE-187"",
  ""PTV-173"",
  ""IBN-029"",
  ""AOC-011"",
  ""AME-187"",
  ""LNV-011"",
  ""KPD-020"",
  ""AOM-086"",
  ""BVS-187"",
  ""DGO-062"",
  ""EBF-062"",
  ""MSL-011"",
  ""ADS-050"",
  ""IGL-062"",
  ""DFV-062""
]",6002541002969
Huggies Dry Comfort Size 2 (2 X 96pcs),Baby And Toddler,Nappies,Nigeria,HUGGIES,"[
  ""SBC-007"",
  ""HBV-007"",
  ""SSD-013""
]",''
Samsung A50 Phone Case,Electronics,Mobile Phone Cases,Nigeria,Samsung,"[
  ""MAC-027""
]",''
Mr Chef Refined And Iodized Salt 40 X 250g,Food,Salt,Nigeria,Mr Chef,"[
  ""BGR-056""
]",''
Dudu Osun Black Soap 12 X 150g,Toiletries,Bar Soap,Nigeria,Dudu Osun,"[
  ""AMX-002"",
  ""CFO-171"",
  ""GTF-041""
]",6156000037832
Weetabix Crispy Minis Fruit And Nut 10 X 600g,Food,Grain & Cereals,Nigeria,Weetabix,"[
  ""MDS-006""
]",5060080819896
Kellogg's Coco Pop 6 X 400g,Food,Grain & Cereals,Nigeria,Kellogg's,"[
  ""DGS-004""
]",''
Mirinda Orange Reg 24 X 30cl,Beverages,Fizzy Drinks,Nigeria,Mirinda,"[
  ""UAL-046""
]",''
Lily Pad Ultra Soft (Extra Long) 16 X 7pcs,Toiletries,Feminine Sanitary Supplies,Nigeria,Lily Pad,"[
  ""RRL-025""
]",''
Ovaltine Sachets 180 X 18g,Beverages,Powdered Beverage Mixes,Nigeria,Ovaltine,"[
  ""TSH-062""
]",5013001015015
Aquadana Table Water 24 X 33cl,Beverages,Water,Nigeria,Aquadana,"[
  ""GVL-069"",
  ""NIV-077"",
  ""EDB-138"",
  ""VVW-135""
]",''
"Nadikko Medicine For Cold, Infection And Gonorrhea 12 X 500mg",Toiletries,Medicines & Drugs,Nigeria,Nadikko,"[
  ""BAS-069""
]",''
Mamuda Good Days Glucose Biscuits 24 X 50g,Food,Biscuits,Nigeria,Mamuda,"[
  ""BGS-147"",
  ""BGS-038"",
  ""AGT-088"",
  ""LBV-344"",
  ""TIE-180"",
  ""BSB-059"",
  ""OMV-047"",
  ""ABE-005"",
  ""TIE-005""
]",''
Mcvites Cookies 24 X 65g,Food,Cookies,Nigeria,Mcvities,"[
  ""BGS-112"",
  ""BGS-022"",
  ""MGS-131""
]",The GTIN for 'Mcvites Cookies 24 X 65g' is 5000168193054.
Finetex 2 Ply Toilet Tissue,Home & Garden,Toilet Paper,Nigeria,Finetex,"[
  ""RTS-015"",
  ""KVL-023"",
  ""MCT-015""
]",''
Cowbell Chocolate Flavoured Instant Milk Drink Powder 12 X 320g,Food,Canned & Powdered Milk,Nigeria,Cowbell,"[
  ""BGS-169"",
  ""TGE-021""
]",4897098620316
